text,tweet_ids,sentiment1
@docrjnaguit @lenirobredo  di kami kasama sa 14M voters mo nung 2016 kasi di namin naayos iactivate records namin sa COMELEC. Nung Monday tapos na ang husband ko magpa-activate… sa sabado naman ako. Kahit takot ako lumabas gagawin ko makadagdag lang kami sa boboto para sa yo. 🙏,['1440572907910955014'],0
"There is this wannabee politician na galit na tatakbo ung anak ni BBM sa election. Gorl, eh ikaw nga ginamit mo ung youth org binubuhat mo sarili mo para maka pasok ka sa congress as nominee. Wag ganun mars. AFAIK, everyone has the right to run if qualifications met. 😘",['1438276888275783683'],1
"A part of me doesn’t want Leni to run. Whoever wins next election is doomed to fail dahil sa pagwawalang hiya ni duterte. BUT, hindi rin ako papayag sa current lineup na magsettle ako sa mga gago.",['1440510578116612109'],1
"Hinikayat ni dating Senador Antonio Trillanes IV si Vice-President Leni Robredo na ianunsyo na ang plano nito sa Halalan 2022 dahil sa dami na ng nagdeklara ng kandidatura sa pagka-pangulo ng bansa.
https://t.co/vYoz0MW0H3
#NewsKoNews 
@lenirobredo  
@TrillanesSonny https://t.co/ZwbZyqh29c",['1441115148752719872'],2
"Gago nagstoryahanay kami ni lola about election. Ma vote sya kay pacquiao juskooo lord 🥺 La, kalimti na lang ko nga apo niyo ko",['1441006144827187201'],1
"Pag ka ba si Isko at Chiz tumakbo sa eleksyon, ang tawag ba sa kanila ay ISKODERO???

🧐",['1438122630771404802'],0
@beverly_heels I rejoice in the fact that Toni’s father and BBM were repudiated in the last election. OLAT! Walang social at political impact si Toni. Pang entertainment lang tulad ng pagkain nya ng hilaw na hipon sa prog ni Willie R.,['1439351030248972291'],1
"dami daw pagkakatulad ni Isko at Doc Willie,, sa personal sa buhay man o sa pagseserbisyo.

tangina bat kayo nag-tandem para sa halalan next year? sana nagpakasal nalang kayong dalawa. destiny yan tanga",['1440630924039704588'],1
"Desisyon kung lehitimo ang presidential bid ni Sen. Manny Pacquiao sa ilalim ng PDP-Laban, ipinauubaya ng Malakanyang sa COMELEC #Breaktime #DZRHNationwide",['1439875722810589186'],2
"Magulo na kayo sa eleksyon meron pang pandemic nakalimutan na!!!! 
GIGIL YO AKO😡😡😡😡",['1440962121479639040'],1
Sa darating na eleksyon DAPAT SI LENI! #DapatSiLeni https://t.co/3efYCYrQt5,['1438721089174077449'],0
"G na g dahil from mayor to president agad si isko. Uhm, hindi ba last election ganun din?",['1440312857489383426'],1
"@mariaressa Asus Duterte luma na ‘yan! Comelec ay may kontrol ng sitwasyon during election period. Baka iba ang ibig sabihin ng pinagsasabi mo@na ‘yan dahil sa takot mong mawala sa pwesto sa gobyerno.
#DuterteInutil #DuterteUtakKriminal #DutertePalpak",['1441978575008124938'],1
"CALLING ALL FILO ENGENES!!!!  LAGYAN NIYO NA P NG LAMAN GCASH KO OR ELSE MANANALO SI PACQUIAO SA ELECTION 2022 !!!! PLZ INGGIT NA INGGIT NA AKOH; 

REGISTER TO VOTE !!!! 

GCASH: 09063908629 https://t.co/bRBq43dfAI",['1438766669191528455'],1
"Tagal mag announce ni Leni ng kandidatura nya for 2022 ha. Excited na akong iboto sya sa eleksyon.

#LabanLeni2022 https://t.co/GCf7nMKN68",['1440646738088378375'],0
Na stress ako bigla dun sa Red cross card ko na hindi ko mahanap hanap tsaka yung maliit na papel galing sa comelec noong nagpa rehistro ko.,['1443458572646424577'],1
"galit kn b sa bulok na halalan? ☑️
bet mo na ba ma-elbow si du30? ☑️
us2 mo ba ng full pack ampahan pra sa pagbabago? ☑️
 
edi join na sa kabataan (kagandahan) partylist 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗

Registration Link: https://t.co/rxcLfckJXm https://t.co/W6X0zDqquc",['1443149226188234756'],0
@manaydo @oslecjunior @TrillanesSonny Sana nakakahawa ang ganyang determination. Kasi ako takot at desperado na. Baka dayain ang election.,['1441147085365997569'],1
"@rapplerdotcom @piaranada @paterno_II mabuhay ang mga troll!!! 👏

special mention lagi ang trolls. they will play a big role in the 2022 election campaign. doubtless.

kaya nga parang mga trolls na rin ang mga reporter ni @rapplerdotcom  &amp; @ABSCBNNews.

pati ito @richeydarian parang certified troll ni vp leni. 🤣",['1440522591744053254'],1
@cnnphilippines @meltlopez Paka bobong sagot ampotah! Dba magkakaroon pa kayo ng mas mahabang oras to prepare and plan for the election kung i extend nyo registration. Boboh ampotah! Palibhasa takot amo nyo sa mga gustung gustong bumoto. Sawang sawa na taongbayan sa mga gaya ng amo mo!,['1441288139855728646'],1
@YahooPH @DickGordonDG Puro senate hearing buti pa sa baranggay na hearing may nareresolba pang mga problema sa senado puro pasikat lang alam para sa next election tapos iiyak di pa nagpapa audit takot kasi biglang baba tests sa PRC hahaha LOL.,['1439104580441178123'],1
I’ll be really galit and I’ll hold a protest if di nanalo si Sen. Risa and Atty. Chel sa 2022 election. Please lang huhu. Deserve nila ng place sa senado dhskdhfjfjfhd.,['1443814966453096449'],1
Dogshow ang halalan!! I nominate Leni Robredo for President!! https://t.co/8UF8ecyVvD,['1440529362739073031'],1
Huwag iboto si Isko Moreno sa eleksyon 2022 taga dilawan hazard team kaya pala gusto #IbalikAngABSCBN.,['1440830318152355849'],1
@rapplerdotcom @piaranada TATANGA NIYO NAMAN BALIK GCQ KAHIT SUPER DAMING CASES?KAHIT GRADE 1 ALAM NA PAG GINAWANG GCQ MAS DADAMI LALO CASES. TANGA BA KAYO OR SOBRANG TANGA? MNL GCQ PERO DUN MARAMING CASES? WE WILL NEVER BOUNCE BACK BECAUSE OF YOUR DUMB STRATEGIES. ELECTION OVER FILIPINOS HEALTH. YUCK. 🤡,['1434776366927417344'],1
"@moncafealde @PinoyAkoBlog @lenirobredo Walang magagawa si VP leni.

Supporters na ang gagawa para sa kanya.

Kanya kanya tayong pamamaraan. At this month is already election season. Expect this to happen.",['1436703208450134026'],0
tangena bigla akong kinabahan para sa 2022 election at sa future ng pinas out of nowhere. Magparegister na kayo please,['1441646009243693060'],1
No one is saying na twitter is near reality kasi privilege tayong lahat na nandito. That hashtag is just to show support VP Leni in her decision. We know na hindi yan ang election but it is important na maramdaman ni VP Leni na may sumusuporta sa kanya. https://t.co/9X8vVuND6K,['1441355609614348293'],0
@cnnphilippines Ano daw?? Hiyang hiya naman kami sayo leni!!!! Alam namin na si BBM ang nanalo pagka VP kasi kahit sa survey mataas kay BBM at ikaw FVP leni kulilat ka sa survey at nagpapatunay na hindi ka nanalo noong nakaraang election!!! Bakit ikaw leni ano nagawa mo sa Pilipinas leni????,['1439802407236476930'],1
"Wow wow.

It's so funny to see this dimwit na naghuhugas kamay. Uh, diba nga lumalaki kita mo pag election? Diba nasa payroll ka ng mga dilaw?

And jsyk, mas malala yung vote buying nila Leni before. Yung tipong nabagbibigay ng flyers tapos may naka staple na 20 PESOS. https://t.co/6DoGpyHqFn",['1437343992031727616'],1
Sana yung mga mayayamang artista at vloggers patagong tumutulong kay VP Leni para sa eleksyon.,['1441350759728107526'],0
hahahaa may nag unfriend pala sken dahil natuwa akong natalo c Pacquiao tapos cnbhan kong d mananalo sa 2022 election potaena toxic na lalake buti resign kna sa tabaho naten snitch kpa naman potaena ano gusto mo maging presidente yang homophobic at tuta kbye tenks nlng,['1440096986707816448'],1
BIGLA AKONG KINABAHAN SA ELECTION OMG,['1433265189026254851'],1
@Lifeles11122231 @iamsuperbianca Haha dbale konti na lang kayo mga dilawan haha sige Goodluck sa eleksyon.. Ipanalo nyo si Leni. Para madami pang Inidoro mapagawa hahaha,['1439151373304487944'],1
"o baka alam mo na kasing hindi na ninyo madadaya ang mga tao this time tulad nung ginawa ninyo noong 2019 kaya takot ka mabantayan ang eleksyon,, babaliktarin mo ngayon 🤠 tEH pls inde na uubra 'yan",['1441613237590499330'],1
"Pacquiao is a nuisance candidate, pang-basag ng boto para sa oposisyon. Too early for Yorme, Manila still needs him. Robredo is ""pabebe"", dami pang ebas. Still... Bong Bong can't moved on from the past election.

 I choose Ping. 🛎️",['1440368828123283461'],1
"At this point, kahit sino na lang tumakbo. Hindi na nakakagulat o nakakasindak. Gusto mo tumakbo? Don’t just threat people, do it. Pumunta ka ng comelec sa filing of candidacy. Pinapahiya niyo lang sarili niyo, ginawa nyo pang katawa tawa yung mga Pilipino. Pakyu all. https://t.co/H7h3LHrOw5",['1440801776161067016'],1
@manilabulletin ay sus nanakot p un mga insik-to n eto takot cla sa mabubutingting n mga anomalya at sabwatan-naku dpt mas lalo natin gawin ay ibotong presidenti si @lenirobredo s eleksyon 2022 pra palitan etong bulok n admin,['1439946216477847555'],1
Potaena ngayon ko lang narealize na si Duterte at BBM pala ata binoto ko nung national election??? Taena patayin niyo nalang ako HAHAHAA,['1438786177599893506'],1
@KapamilyaVote Na gets ko naman. Sorry lang pala hinihingi nyo. Eh bakit parang kasalanan ni bongbong ang nangyari? Filipino thingy no? Hanggang apo ang galit talaga no? 2022 will be the dirtiest election. Mark my word.,['1438172797994364928'],1
"@agot_isidro Tama naman. 5 years na naging tahimik itong sila isko, pakyaw, lacson, gordon, sotto, grace poe at bigla silang naging opposition ngayong malapit na ang election. Mga enablers ito na hindi dapat iboto.",['1440822174781112334'],1
"@cnnphilippines After ko mapanuod ang inyerview ni Tony kay BBM, kung ngaun n ang election ay iboboto ko sya for Presidency... Naramdaman ko ung sincerity ni BBM s bawat salitang sinabi nya during the interview.",['1439512974851547137'],0
@PHLoyalist Hinding hindi po!!! BBM/Duterte lng ang kayang gawin yan...BBM for President at PD30 po for vice sa election 2022!!!,['1440882046771990533'],0
"Imagine, yung mga excited nagpa register for halalan 2022 tapos makikita bigla yung mga balak tumakbo for presidency 😭😭😭",['1440842571542982663'],1
"just noticed, most of the guests in #ToniTalks ay mga possibleng tatakbo sa susunod na halalan. First, Chel Diokno for senate then si Pacquiao and followed by Isko. Abangan nyo 😊",['1440587693356843014'],0
"In case some of us need reminding, di naman opposition sina manny at isko nung di pa malapit ang eleksyon...",['1440574650497454081'],1
Bakit lahat ng media pabor sa mga dilawan? Bayad din ba kayo?? Balita ko si leni pinaka malaking gastos pagdating sa election eh 😩😅🤣,['1440184018222215168'],1
What made BBM think na pwede syang maging presidente when in the past 5 years eh wala syang ginawa kundi umiyak over his lost (not once but 4x) sa election 2016?,['1439019979899166722'],1
"Yung mga bots ni leni masipag sa twitter pero in real life NGANGA. 

Mga tanga isang tao isang boto lang kailangan sa election 2022.😅 https://t.co/L2TiXgYojP",['1440639495745851392'],1
"isipin mo, antagal mong pumila para magparegister sa comelec tas ang iboboto mo lang is sina pacquiao, bato, bong go, etc.",['1439609015852437504'],1
"@jbd_uk @Makmak2207 @rapplerdotcom @piaranada Remember sila ang kalaban natin, wag lang magkaroon ng isa pang duterte o marcos sa susunod na halalan.

Either VP Leni or Yorme Isko. Game ako doon. As ive said dont run together. 

Im sure nagusap naman na si yorme isko and VP Leni.

So hopefully, kung yorme isko, suportahan na",['1440333448602742793'],0
"@iampinglacson mga tauhan mo ito sa tuwing malapit na ang election..at dahil busog ang mga Kapulisan ngayon at may takot kay G.Eleazar,walang ng KFR sa mga Chinese.

at ikaw naman  @MARoxas basta may martilyo, naalala kita.

🥂👊 https://t.co/Xh5LOCRHFg",['1437313842053255172'],1
@lexismore1 @calling_houston @PinoyAkoBlog @ChiefJeyEf Natalo pa rin si BBM sa last election.,['1440465698333999110'],1
Mayor Isko Moreno tatakbong pangulo sa 2022 election; Dr. Willie Ong bilang VP nito https://t.co/6bwZiqLWJs via @bomboradyonews,['1440337924667498508'],2
"naalala ko lang bigla yung isa sa mga plenary sessions sa nstp nung first year pa q na may mga dds at marcos apologist na pilit jina-justify yung human rights violations noong martial law.

mga eligible voters silang lahat sa upcoming 2022 national election. scary? scary.",['1440315600681586690'],1
":Ma sabi ni Isko Moreno pag nanalo daw siya sa eleksyon ibabalik niya yung ABS-CBN.

:Eh ano naman? Kaya rin namang gawin yun ni Leni.

#LetLeniLead 
#LeniRobredo2022",['1440935135008886788'],0
Wheel of names nalang natin yung iboboto natin sa election wala naman kasing matinong tatakbo unless tatakbo si Leni😌,['1441221130564505609'],1
"@barrygutierrez3 Eh kung ganon, bakit takot kayong matatalo kay BBM sa 2022, at kailangan nyo pa ng ibang grupo? 

Dahil ba Wala ng Andres Baustista at SMARTMAGIC sa Election 2022, at impossible na ang 25% shading? 

Pakisagot please.",['1442289750094737423'],1
@febananaaa Hayyy nakakangilo sa galit talaga ang mga kagaguhan sa gobyerno! Sana talaga mabago sa susunod na eleksyon.,['1433392245693198337'],1
"Pag hindi tumakbo si mrs leni robredo, kahit cnu manalo sa mga current candidates eh parang extension lang ng pduts governance yun. Same ang prinsipyo nila kay pduts from 2016 to 2019. 2020 lang sila kumokontra.. kasi eleksyon na at iba na damdamin ng mg pinoy. Dont us!",['1441422797973061641'],1
"Roque on Sen. Pacquiao's decision to run for president: Wala po, karapatan niyang tumakbo sa eleksyon. Di ko lang alam ano desisyon ng Comelec kung sino magdadala ng pangalan ng PDP-Laban @PhilippineStar @PhilstarNews",['1439816084446597120'],2
"“Mas mabuti pa ’yung hayop, marunong kumilala kung lalaki-lalaki o babae-babae. Kung lalaki sa lalaki o babae sa babae, e mas masahol pa sa hayop ang tao,” Pacquiao said in an interview for Bilang Pilipino – the election coverage of TV5 and The STAR.",['1439915918474170375'],2
@DrTonyLeachon the govt really prioritizes economy over health... wala silang paki kung marami magka-covid basta tumaas ang GDP kasi legacy na duts ang pinag-uusapan at takot sila kasi malamang yan ang ibabanat sa kanila sa election...,['1434753842139176962'],1
"Puro nanaman martial Law ang lumalabas sa social medias. Takot lang kayo kasi si BBM talaga ang mananalong Presidente na 2022 Election!
#bbm2022 #bbmako #Solidmarcos",['1439881601438011394'],1
"Sa panonood ko ng mga Debate last 2016 Election, malaking factor yun kung bakit ko binoto si VP Leni 😌 https://t.co/9OdB8CbEI6",['1438853217270448132'],0
"nakakaluha confirmed na palang tatakbo si pacquiao for national election 🥲😭 if eligible na kayo to vote by the time of the election, please PLEASE register to vote!! and talk with your peers and family members, hindi natatapos sa socmed ang laban.",['1439615433468825600'],1
TRUE...... and if di matuloy ang election nxt year alam na this!!!! May takot makulong at hindi mapasa ang apelyido sa isa pa! https://t.co/6gJbNA8xKV,['1435281795361116165'],1
"@PinoyAkoBlog bakit ba nagmamadali? eh si Du nag announce ng walang presidential candidate, BBM nga napakatunog ng walang announcement pa

Bakit kailangan ilabas ang alas ng opposition ng agad agaran eh habang ang kalaban eh naghihintay pa din? Bukas na ba ang eleksyon?

basta #LabanLeni2022",['1441633887197675520'],1
@oslecjunior Hindi ako boboto sa election dahil ayoko sa mga kandidato. I'm hope and pray na Sana tumakbo si VP Leni para sa kapakanan ng nakararami.,['1441024605120970755'],1
Hay @COMELEC sir @jabjimenez so nagregister kame online nag download form and we printed it. NOW dto kame nakapila at rob manila may number na kame then bigla sasabihin ng tauhan nyu back to back daw ang print wtf kaloka so more sulat hay buhay pinas so manualish and vague system,['1436524326337974275'],1
"@ABSCBNNews Alam na Kung bakit sya tumakbo ?
Haha para lang hatiin Ang boto ni robredo 
Jusmio #BBM  tyo ngayung eleksyon 2022.",['1441447289415815179'],1
"okay since inanounce na  officially!!! 

ISKO MORENO is my president for 2022 election. Sayang walanh vico",['1440310931007832074'],0
Saya lang na bago mag election eh nagpapakilala kayo isa isa 😊 #TrapoReveal https://t.co/ACbH0xmt6f,['1439934740606324739'],1
"(1/1)

Nakahanda si Vice President Leni Robredo na makipagpulong kina Manila Mayor Isko Moreno at Sen. Manny Pacquiao hinggil sa kung ano ang balak ng oposisyon sa Halalan 2022. https://t.co/ODABiViJOa",['1439402066422611972'],2
"Kahit sabi mo VP Leni wag mag takot, wag mag kabahan, wag mo isipin pag talo sa eleksyon 2022 ang halaga mas importante para maging pagtagumpayan natin hanggang sa dulo maging pangarap tayo ikaw ang aking Presidente ng Pilipinas 🇵🇭🇵🇭🇵🇭 #LabanLeni2022 #DapatSiLeni",['1441322766477639683'],0
bakit kaya takot ang mga dilawan sa nakakuha ng kontrata sa comelec takot sila sa sarili nilang lason🤣🤣🤣💩👊🇵🇭,['1438149119789334532'],1
Baka ngayon lang galit. Baka pag dating ng eleksyon 500 ka lang. 🥱,['1443467782369124352'],1
"kung sino man nagpost sa tiktok nung nasan na daw yung papel na binigay ng comelec, pak u ha alas dose napahanap ako bigla😭",['1439985190755991553'],1
"napanood kong interview ni manny pacquiao kay toni gonzaga,..
parang gusto kong pagbigyan si manny sa pagiging president ah, parang the best ung number 1 agenda nya ung mahuli at makulong ang lahat ng corrupt sa gobyerno.

#MannyPacquiao 
for PRESIDENT in 2022 election",['1439807011311394823'],0
